"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","12.3",""
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","15.8",""
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","32.4",""
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","33.0",""
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","31.7",""
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","12.6",""
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","10.8",""
"2019M02","Spain","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","14.6",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","9.2",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","9.2",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","9.2",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","20.4",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","21.1",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","19.6",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","8.0",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","7.8",""
"2019M02","France","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","8.2",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","8.8",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","8.8",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.8",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","20.1",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","20.9",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","19.2",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","7.6",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","7.3",""
"2019M02","France","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","7.8",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","8.9",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","8.2",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","9.7",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total",":",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males",":",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females",":",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","7.3",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.8",""
"2019M02","Croatia","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.9",""
"2019M02","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.5",""
"2019M02","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","6.7",""
"2019M02","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","8.4",""
"2019M02","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total",":",""
"2019M02","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males",":",""
"2019M02","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females",":",""
"2019M02","Croatia","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.2",""
